"catalog","well","plate","letter","number","replicate","date","thermocycler","flag","notes","LCO_CFMRb","LCO_HCO","fwhF2_fwhR2","AJHFwd1_dR","fwhF2_HCO"
"CASENT9131427","F6","P9","F","6","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131121","G6","P9","G","6","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131324","H6","P9","H","6","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130626","A7","P9","A","7","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130483","B7","P9","B","7","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131142","C7","P9","C","7","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131232","D7","P9","D","7","P9_pcr.v2",2023-09-14,"#4","","",NA,"y",NA,NA,NA
"CASENT9130706","E7","P9","E","7","P9_pcr.v2",2023-09-14,"#4","","",NA,"y",NA,NA,NA
"CASENT9131266","F7","P9","F","7","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131041","G7","P9","G","7","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131229","H7","P9","H","7","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131214","A8","P9","A","8","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130642","B8","P9","B","8","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130712","C8","P9","C","8","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130780","D8","P9","D","8","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130898","E8","P9","E","8","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130652","F8","P9","F","8","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131392","G8","P9","G","8","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130512","H8","P9","H","8","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130079","A9","P9","A","9","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130173","B9","P9","B","9","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130253","C9","P9","C","9","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130062","D9","P9","D","9","P9_pcr.v2",2023-09-14,"#4","","",NA,"y",NA,NA,NA
"CASENT9130579","E9","P9","E","9","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131422","F9","P9","F","9","P9_pcr.v2",2023-09-14,"#4","","",NA,"y",NA,NA,NA
"CASENT9131237","G9","P9","G","9","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131206","H9","P9","H","9","P9_pcr.v2",2023-09-14,"#4","","",NA,"y",NA,NA,NA
"CASENT9131188","A10","P9","A","10","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131211","B10","P9","B","10","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131261","C10","P9","C","10","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131220","D10","P9","D","10","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131234","E10","P9","E","10","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131113","F10","P9","F","10","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131219","G10","P9","G","10","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131177","H10","P9","H","10","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131322","A11","P9","A","11","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131263","B11","P9","B","11","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130688","C11","P9","C","11","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130975","D11","P9","D","11","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131249","E11","P9","E","11","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130610","F11","P9","F","11","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131335","G11","P9","G","11","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131388","H11","P9","H","11","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130594","A12","P9","A","12","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131375","B12","P9","B","12","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130904","C12","P9","C","12","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131374","D12","P9","D","12","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131345","E12","P9","E","12","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9131257","F12","P9","F","12","P9_pcr.v2",2023-09-14,"#4","","",NA,"y",NA,NA,NA
"","G12","P9","G","12","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"","H12","P9","H","12","P9_pcr.v2",2023-09-14,"#4","","",NA,"n",NA,NA,NA
"CASENT9130211","A1","P17","A","1","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130172","B1","P17","B","1","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130685","C1","P17","C","1","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130132","D1","P17","D","1","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130785","E1","P17","E","1","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130697","F1","P17","F","1","P17_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9130856","G1","P17","G","1","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130170","H1","P17","H","1","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130088","A2","P17","A","2","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130657","B2","P17","B","2","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130617","C2","P17","C","2","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130411","D2","P17","D","2","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130582","E2","P17","E","2","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130663","F2","P17","F","2","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130073","G2","P17","G","2","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130000","H2","P17","H","2","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130321","A3","P17","A","3","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130068","B3","P17","B","3","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130123","C3","P17","C","3","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130054","D3","P17","D","3","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130047","E3","P17","E","3","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130262","F3","P17","F","3","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130039","G3","P17","G","3","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130056","H3","P17","H","3","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130026","A4","P17","A","4","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130158","B4","P17","B","4","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130257","C4","P17","C","4","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130135","D4","P17","D","4","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130754","E4","P17","E","4","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130741","F4","P17","F","4","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130281","G4","P17","G","4","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130959","H4","P17","H","4","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130509","A5","P17","A","5","P17_pcr.v1",2023-09-26,"?","","","y","y","y",NA,NA
"CASENT9130489","B5","P17","B","5","P17_pcr.v1",2023-09-26,"?","","","y","y","y",NA,NA
"CASENT9130645","C5","P17","C","5","P17_pcr.v1",2023-09-26,"?","","","y","y","y",NA,NA
"CASENT9130485","D5","P17","D","5","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130711","E5","P17","E","5","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131226","F5","P17","F","5","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131329","G5","P17","G","5","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131133","H5","P17","H","5","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130656","A6","P17","A","6","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130033","B6","P17","B","6","P17_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9130046","C6","P17","C","6","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130245","D6","P17","D","6","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131159","E6","P17","E","6","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130524","F6","P17","F","6","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131062","G6","P17","G","6","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130270","H6","P17","H","6","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130356","A7","P17","A","7","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131316","B7","P17","B","7","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130362","C7","P17","C","7","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130197","D7","P17","D","7","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131367","E7","P17","E","7","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130171","F7","P17","F","7","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131162","G7","P17","G","7","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130236","H7","P17","H","7","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130203","A8","P17","A","8","P17_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9130196","B8","P17","B","8","P17_pcr.v1",2023-09-26,"?","","","y","y","n",NA,NA
"CASENT9131061","C8","P17","C","8","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130261","D8","P17","D","8","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130438","E8","P17","E","8","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130129","F8","P17","F","8","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130860","G8","P17","G","8","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130339","H8","P17","H","8","P17_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9130401","A9","P17","A","9","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130024","B9","P17","B","9","P17_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9130396","C9","P17","C","9","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130378","D9","P17","D","9","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130440","E9","P17","E","9","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130338","F9","P17","F","9","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130023","G9","P17","G","9","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130359","H9","P17","H","9","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130360","A10","P17","A","10","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130189","B10","P17","B","10","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130122","C10","P17","C","10","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130128","D10","P17","D","10","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130036","E10","P17","E","10","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130451","F10","P17","F","10","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130583","G10","P17","G","10","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130008","H10","P17","H","10","P17_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9130255","A11","P17","A","11","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130154","B11","P17","B","11","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130121","C11","P17","C","11","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130443","D11","P17","D","11","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130061","E11","P17","E","11","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130053","F11","P17","F","11","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130926","G11","P17","G","11","P17_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9131186","H11","P17","H","11","P17_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9130875","A12","P17","A","12","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130721","B12","P17","B","12","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9130070","C12","P17","C","12","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130003","D12","P17","D","12","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130057","E12","P17","E","12","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9130055","F12","P17","F","12","P17_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"","G12","P17","G","12","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"","H12","P17","H","12","P17_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131740","A1","P28","A","1","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132373","B1","P28","B","1","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9132972","C1","P28","C","1","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131731","D1","P28","D","1","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9131738","E1","P28","E","1","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132548","F1","P28","F","1","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9131754","G1","P28","G","1","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132354","H1","P28","H","1","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131841","A2","P28","A","2","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131837","B2","P28","B","2","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9132376","C2","P28","C","2","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132446","D2","P28","D","2","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131825","E2","P28","E","2","P28_pcr.v1",2023-09-26,"?","","","y","y","y",NA,NA
"CASENT9132375","F2","P28","F","2","P28_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9132436","G2","P28","G","2","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9131993","H2","P28","H","2","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132378","A3","P28","A","3","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132639","B3","P28","B","3","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132125","C3","P28","C","3","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132641","D3","P28","D","3","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9132385","E3","P28","E","3","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132761","F3","P28","F","3","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9132381","G3","P28","G","3","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132327","H3","P28","H","3","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132482","A4","P28","A","4","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132355","B4","P28","B","4","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132363","C4","P28","C","4","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131900","D4","P28","D","4","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132829","E4","P28","E","4","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132360","F4","P28","F","4","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9132864","G4","P28","G","4","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9132172","H4","P28","H","4","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132629","A5","P28","A","5","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9132755","B5","P28","B","5","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132177","C5","P28","C","5","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132924","D5","P28","D","5","P28_pcr.v1",2023-09-26,"?","","","y","y","y",NA,NA
"CASENT9131843","E5","P28","E","5","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132358","F5","P28","F","5","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132182","G5","P28","G","5","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9132357","H5","P28","H","5","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131838","A6","P28","A","6","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132176","B6","P28","B","6","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132365","C6","P28","C","6","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132367","D6","P28","D","6","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9132654","E6","P28","E","6","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132356","F6","P28","F","6","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9132890","G6","P28","G","6","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9131835","H6","P28","H","6","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131839","A7","P28","A","7","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131844","B7","P28","B","7","P28_pcr.v1",2023-09-26,"?","","","y","y","y",NA,NA
"CASENT9131902","C7","P28","C","7","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9131909","D7","P28","D","7","P28_pcr.v1",2023-09-26,"?","","","n","y","n",NA,NA
"CASENT9131625","E7","P28","E","7","P28_pcr.v1",2023-09-26,"?","","","y","y","y",NA,NA
"CASENT9131637","F7","P28","F","7","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9131495","G7","P28","G","7","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9131650","H7","P28","H","7","P28_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9131683","A8","P28","A","8","P28_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9131574","B8","P28","B","8","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9131519","C8","P28","C","8","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131580","D8","P28","D","8","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132506","E8","P28","E","8","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132493","F8","P28","F","8","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132461","G8","P28","G","8","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9131584","H8","P28","H","8","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132204","A9","P28","A","9","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9132616","B9","P28","B","9","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9132964","C9","P28","C","9","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131831","D9","P28","D","9","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131745","E9","P28","E","9","P28_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9131742","F9","P28","F","9","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131897","G9","P28","G","9","P28_pcr.v1",2023-09-26,"?","","","n","n","y",NA,NA
"CASENT9131682","H9","P28","H","9","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132694","A10","P28","A","10","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132512","B10","P28","B","10","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9132863","C10","P28","C","10","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132480","D10","P28","D","10","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9131578","E10","P28","E","10","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9132244","F10","P28","F","10","P28_pcr.v1",2023-09-26,"?","","","y","n","y",NA,NA
"CASENT9132677","G10","P28","G","10","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132862","H10","P28","H","10","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131762","A11","P28","A","11","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131763","B11","P28","B","11","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9131586","C11","P28","C","11","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9132496","D11","P28","D","11","P28_pcr.v1",2023-09-26,"?","","","y","n","n",NA,NA
"CASENT9131591","E11","P28","E","11","P28_pcr.v1",2023-09-26,"?","","","n","n","n",NA,NA
"CASENT9132745","F11","P28","F","11","P28_pcr.v1",2023-09-26,"?","","","y","y","y",NA,NA
