catalog,well,plate,letter,number,primer_f,primer_r,thermocycler,band,date,flag,notes,primers,evaporated,
CASENT9130444,B3,P18,B,3,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9131190,C3,P18,C,3,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9131284,D3,P18,D,3,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9131036,E3,P18,E,3,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130783,F3,P18,F,3,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130087,G3,P18,G,3,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130035,H3,P18,H,3,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9131042,A4,P18,A,4,LCO,CFMRb,5 - Pitohui,n,8/24/2023,y,no DNA,LCO/Rb,,
CASENT9130314,B4,P18,B,4,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130334,C4,P18,C,4,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130323,D4,P18,D,4,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130014,E4,P18,E,4,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130624,F4,P18,F,4,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130049,G4,P18,G,4,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130858,H4,P18,H,4,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130415,A5,P18,A,5,LCO,CFMRb,5 - Pitohui,n,8/24/2023,y,no DNA; no primer DNA,LCO/Rb,,
CASENT9131236,B5,P18,B,5,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130093,C5,P18,C,5,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131293,D5,P18,D,5,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131195,E5,P18,E,5,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130458,F5,P18,F,5,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131130,G5,P18,G,5,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9131017,H5,P18,H,5,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,y,
CASENT9130462,A6,P18,A,6,LCO,CFMRb,5 - Pitohui,n,8/24/2023,y,no DNA,LCO/Rb,,
CASENT9131305,B6,P18,B,6,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130200,C6,P18,C,6,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130432,D6,P18,D,6,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130413,E6,P18,E,6,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131089,F6,P18,F,6,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130650,G6,P18,G,6,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130271,H6,P18,H,6,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131080,A7,P18,A,7,LCO,CFMRb,5 - Pitohui,n,8/24/2023,y,no DNA,LCO/Rb,,
CASENT9130155,B7,P18,B,7,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130422,C7,P18,C,7,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130304,D7,P18,D,7,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130553,E7,P18,E,7,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131044,F7,P18,F,7,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131298,G7,P18,G,7,LCO,CFMRb,5 - Pitohui,y,8/24/2023,y,possibly mixed with G8,LCO/Rb,y,
CASENT9130110,H7,P18,H,7,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,y,
CASENT9131199,A8,P18,A,8,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130352,B8,P18,B,8,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130335,C8,P18,C,8,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130435,D8,P18,D,8,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131084,E8,P18,E,8,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131077,F8,P18,F,8,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130459,G8,P18,G,8,LCO,CFMRb,5 - Pitohui,n,8/24/2023,y,possibly mixed with G8,LCO/Rb,,
CASENT9131148,H8,P18,H,8,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130095,A9,P18,A,9,LCO,CFMRb,5 - Pitohui,n,8/24/2023,y,no DNA; no primer dimer,LCO/Rb,,
CASENT9131185,B9,P18,B,9,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130974,C9,P18,C,9,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130398,D9,P18,D,9,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130120,E9,P18,E,9,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130325,F9,P18,F,9,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130421,G9,P18,G,9,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130619,H9,P18,H,9,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130993,A10,P18,A,10,LCO,CFMRb,5 - Pitohui,n,8/24/2023,y,no DNA; no primer dimer,LCO/Rb,,
CASENT9130498,B10,P18,B,10,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9131051,C10,P18,C,10,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130713,D10,P18,D,10,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130151,E10,P18,E,10,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131134,F10,P18,F,10,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9131078,G10,P18,G,10,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9131024,H10,P18,H,10,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9130351,A11,P18,A,11,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,no primer dimer,LCO/Rb,,
CASENT9130212,B11,P18,B,11,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130157,C11,P18,C,11,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9131030,D11,P18,D,11,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9132666,E11,P18,E,11,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9132728,F11,P18,F,11,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,y,
CASENT9132691,G11,P18,G,11,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9132664,H11,P18,H,11,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9132633,A12,P18,A,12,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9132644,B12,P18,B,12,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9132749,C12,P18,C,12,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9132659,D12,P18,D,12,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9132722,E12,P18,E,12,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
CASENT9132488,F12,P18,F,12,LCO,CFMRb,5 - Pitohui,y,8/24/2023,,,LCO/Rb,,
,G12,P18,G,12,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
,H12,P18,H,12,LCO,CFMRb,5 - Pitohui,n,8/24/2023,,,LCO/Rb,,
CASENT9130746,A1,P18,A,1,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130406,B1,P18,B,1,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130710,C1,P18,C,1,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130306,D1,P18,D,1,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130018,E1,P18,E,1,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130040,F1,P18,F,1,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130694,G1,P18,G,1,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131059,H1,P18,H,1,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131019,A2,P18,A,2,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131007,B2,P18,B,2,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130722,C2,P18,C,2,LCO,CFMRb,#4,Y,1/16/2024,,,,,
CASENT9130389,D2,P18,D,2,LCO,CFMRb,#4,Y,1/16/2024,,,,,
CASENT9130567,E2,P18,E,2,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130597,F2,P18,F,2,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130606,G2,P18,G,2,LCO,CFMRb,#4,Y,1/16/2024,,,,,
CASENT9131123,H2,P18,H,2,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131299,A3,P18,A,3,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130444,B3,P18,B,3,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131190,C3,P18,C,3,LCO,CFMRb,#4,Y,1/16/2024,,,,,
CASENT9131284,D3,P18,D,3,LCO,CFMRb,#4,Y,1/16/2024,,,,,
CASENT9131036,E3,P18,E,3,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130783,F3,P18,F,3,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130087,G3,P18,G,3,LCO,CFMRb,#4,Y,1/16/2024,,,,,
CASENT9130035,H3,P18,H,3,LCO,CFMRb,#4,Y,1/16/2024,,,,,
CASENT9131042,A4,P18,A,4,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130314,B4,P18,B,4,LCO,CFMRb,#4,Y,1/16/2024,,,,,
CASENT9130334,C4,P18,C,4,LCO,CFMRb,#4,Y,1/16/2024,,,,,
CASENT9130323,D4,P18,D,4,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130014,E4,P18,E,4,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130624,F4,P18,F,4,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130049,G4,P18,G,4,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130858,H4,P18,H,4,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130415,A5,P18,A,5,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131236,B5,P18,B,5,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130093,C5,P18,C,5,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131293,D5,P18,D,5,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131195,E5,P18,E,5,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130458,F5,P18,F,5,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131130,G5,P18,G,5,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131017,H5,P18,H,5,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130462,A6,P18,A,6,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131305,B6,P18,B,6,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130200,C6,P18,C,6,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130432,D6,P18,D,6,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130413,E6,P18,E,6,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131089,F6,P18,F,6,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130650,G6,P18,G,6,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130271,H6,P18,H,6,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131080,A7,P18,A,7,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130155,B7,P18,B,7,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130422,C7,P18,C,7,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130304,D7,P18,D,7,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130553,E7,P18,E,7,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131044,F7,P18,F,7,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131298,G7,P18,G,7,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130110,H7,P18,H,7,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131199,A8,P18,A,8,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130352,B8,P18,B,8,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130335,C8,P18,C,8,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130435,D8,P18,D,8,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131084,E8,P18,E,8,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131077,F8,P18,F,8,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130459,G8,P18,G,8,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131148,H8,P18,H,8,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130095,A9,P18,A,9,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131185,B9,P18,B,9,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130974,C9,P18,C,9,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130398,D9,P18,D,9,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130120,E9,P18,E,9,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130325,F9,P18,F,9,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130421,G9,P18,G,9,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130619,H9,P18,H,9,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130993,A10,P18,A,10,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130498,B10,P18,B,10,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131051,C10,P18,C,10,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130713,D10,P18,D,10,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130151,E10,P18,E,10,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131134,F10,P18,F,10,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131078,G10,P18,G,10,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131024,H10,P18,H,10,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130351,A11,P18,A,11,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130212,B11,P18,B,11,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130157,C11,P18,C,11,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9131030,D11,P18,D,11,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132666,E11,P18,E,11,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132728,F11,P18,F,11,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132691,G11,P18,G,11,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132664,H11,P18,H,11,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132633,A12,P18,A,12,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132644,B12,P18,B,12,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132749,C12,P18,C,12,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132659,D12,P18,D,12,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132722,E12,P18,E,12,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9132488,F12,P18,F,12,LCO,CFMRb,#4,n,1/16/2024,,,,,
,G12,P18,G,12,LCO,CFMRb,#4,n,1/16/2024,,,,,
,H12,P18,H,12,LCO,CFMRb,#4,n,1/16/2024,,,,,
CASENT9130746,A1,P18,A,1,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130406,B1,P18,B,1,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130710,C1,P18,C,1,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130306,D1,P18,D,1,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130018,E1,P18,E,1,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130040,F1,P18,F,1,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130694,G1,P18,G,1,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131059,H1,P18,H,1,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131019,A2,P18,A,2,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131007,B2,P18,B,2,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130722,C2,P18,C,2,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130389,D2,P18,D,2,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130567,E2,P18,E,2,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130597,F2,P18,F,2,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130606,G2,P18,G,2,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131123,H2,P18,H,2,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131299,A3,P18,A,3,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130444,B3,P18,B,3,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131190,C3,P18,C,3,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131284,D3,P18,D,3,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131036,E3,P18,E,3,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130783,F3,P18,F,3,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130087,G3,P18,G,3,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130035,H3,P18,H,3,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131042,A4,P18,A,4,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130314,B4,P18,B,4,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130334,C4,P18,C,4,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130323,D4,P18,D,4,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130014,E4,P18,E,4,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130624,F4,P18,F,4,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130049,G4,P18,G,4,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130858,H4,P18,H,4,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130415,A5,P18,A,5,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131236,B5,P18,B,5,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130093,C5,P18,C,5,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131293,D5,P18,D,5,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131195,E5,P18,E,5,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130458,F5,P18,F,5,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131130,G5,P18,G,5,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131017,H5,P18,H,5,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130462,A6,P18,A,6,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131305,B6,P18,B,6,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130200,C6,P18,C,6,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130432,D6,P18,D,6,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130413,E6,P18,E,6,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131089,F6,P18,F,6,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130650,G6,P18,G,6,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130271,H6,P18,H,6,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131080,A7,P18,A,7,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130155,B7,P18,B,7,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130422,C7,P18,C,7,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130304,D7,P18,D,7,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130553,E7,P18,E,7,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131044,F7,P18,F,7,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131298,G7,P18,G,7,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130110,H7,P18,H,7,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131199,A8,P18,A,8,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130352,B8,P18,B,8,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130335,C8,P18,C,8,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130435,D8,P18,D,8,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131084,E8,P18,E,8,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131077,F8,P18,F,8,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130459,G8,P18,G,8,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131148,H8,P18,H,8,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130095,A9,P18,A,9,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131185,B9,P18,B,9,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130974,C9,P18,C,9,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130398,D9,P18,D,9,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130120,E9,P18,E,9,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130325,F9,P18,F,9,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130421,G9,P18,G,9,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130619,H9,P18,H,9,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130993,A10,P18,A,10,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130498,B10,P18,B,10,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131051,C10,P18,C,10,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130713,D10,P18,D,10,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130151,E10,P18,E,10,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131134,F10,P18,F,10,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131078,G10,P18,G,10,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131024,H10,P18,H,10,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130351,A11,P18,A,11,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130212,B11,P18,B,11,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9130157,C11,P18,C,11,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9131030,D11,P18,D,11,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132666,E11,P18,E,11,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132728,F11,P18,F,11,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132691,G11,P18,G,11,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132664,H11,P18,H,11,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132633,A12,P18,A,12,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132644,B12,P18,B,12,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132749,C12,P18,C,12,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132659,D12,P18,D,12,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132722,E12,P18,E,12,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9132488,F12,P18,F,12,LCO,HCO,#4,n,1/16/2024,,,,,
,G12,P18,G,12,LCO,HCO,#4,n,1/16/2024,,,,,
,H12,P18,H,12,LCO,HCO,#4,n,1/16/2024,,,,,
CASENT9098711,A1,P2,A,1,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9091908,B1,P2,B,1,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9091906,C1,P2,C,1,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9091735,D1,P2,D,1,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9098703,E1,P2,E,1,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9091912,F1,P2,F,1,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9092521,G1,P2,G,1,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9091935,H1,P2,H,1,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9096895,A2,P2,A,2,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT909195,B2,P2,B,2,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9096803,C2,P2,C,2,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9096802,D2,P2,D,2,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9096804,E2,P2,E,2,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9098710,F2,P2,F,2,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9098607,G2,P2,G,2,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9098526,H2,P2,H,2,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9063405,A3,P2,A,3,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9091901,B3,P2,B,3,LCO,CFMRb,#3,n,1/22/2024,,,,,
CASENT9091882,C3,P2,C,3,LCO,CFMRb,#3,n,1/22/2024,,,,,
